trial_id,Temperature,Sample,Trial,n_samples,start_time,end_time,primary_minimum,primary_minimum_time,primary_baseline,primary_centered_minimum,primary_q01,primary_q05,primary_near_min_tolerance,primary_near_min_fraction,primary_longest_near_min_run,primary_longest_near_min_fraction,secondary_minimum,secondary_minimum_time,secondary_baseline,secondary_centered_minimum,secondary_q01,secondary_q05,secondary_near_min_tolerance,secondary_near_min_fraction,secondary_longest_near_min_run,secondary_longest_near_min_fraction
40C__aluminum_trial_5,40C,aluminum,5,123,10.40066,22.600700000000003,0.00064902,12.00004,0.00065956,-1.0539999999999963e-05,0.0006490244,0.00064906,1.131599999999993e-07,0.13008130081300814,15,0.12195121951219512,0.00069052,12.200040000000003,0.00069926,-8.740000000000028e-06,0.0006905688,0.000690726,1.6623999999999805e-07,0.04065040650406504,5,0.04065040650406504
40C__aluminum_trial_6,40C,aluminum,6,126,14.3007,26.800700000000003,0.00064914,12.500000000000002,0.0006595,-1.0360000000000057e-05,0.0006491649999999999,0.00064918,1.1070000000000177e-07,0.1111111111111111,14,0.1111111111111111,0.00069058,12.500000000000002,0.00069926,-8.68000000000006e-06,0.0006906099999999999,0.000690765,1.6500000000000022e-07,0.047619047619047616,6,0.047619047619047616
40C__bismuth_trial_1,40C,bismuth,1,118,10.0007,21.7007,0.00065056,11.700000000000001,0.00065996,-9.400000000000012e-06,0.0006505834,0.000650634,9.952000000000138e-08,0.059322033898305086,7,0.059322033898305086,0.00069072,11.700000000000001,0.0006984,-7.679999999999926e-06,0.0006907868,0.000690937,1.4372000000000126e-07,0.0423728813559322,5,0.0423728813559322
40C__bismuth_trial_2,40C,bismuth,2,113,9.70066,20.90066,0.00065056,11.2,0.00065958,-9.019999999999992e-06,0.0006505824,0.00065064,1.010399999999993e-07,0.08849557522123894,10,0.08849557522123894,0.0006908,11.2,0.00069794,-7.139999999999989e-06,0.0006908248,0.0006910039999999999,1.3272000000000155e-07,0.04424778761061947,5,0.04424778761061947
40C__bismuth_trial_3,40C,bismuth,3,115,9.3007,20.7007,0.0006504,11.4,0.00065836,-7.959999999999998e-06,0.00065042,0.00065044,9.028000000000118e-08,0.08695652173913043,10,0.08695652173913043,0.00069032,11.300000000000002,0.0006966,-6.280000000000001e-06,0.0006903284000000001,0.0006904680000000001,1.1703999999999752e-07,0.043478260869565216,5,0.043478260869565216
40C__bismuth_trial_4,40C,bismuth,4,127,11.3007,23.90066,0.00065006,12.49996,0.0006597,-9.639999999999996e-06,0.0006500652000000001,0.00065012,9.39599999999984e-08,0.09448818897637795,12,0.09448818897637795,0.00069148,12.599959999999998,0.00069942,-7.940000000000009e-06,0.0006915,0.00069164,1.496000000000006e-07,0.047244094488188976,6,0.047244094488188976
40C__bismuth_trial_5,40C,bismuth,5,121,11.70066,23.700660000000003,0.00065004,12.000000000000004,0.00065962,-9.580000000000027e-06,0.000650064,0.00065012,1.0079999999999984e-07,0.09917355371900827,12,0.09917355371900827,0.00069144,12.000000000000004,0.00069928,-7.84000000000006e-06,0.0006915,0.00069164,1.4759999999999947e-07,0.04132231404958678,5,0.04132231404958678
40C__bismuth_trial_6,40C,bismuth,6,120,10.8007,22.7007,0.00065004,11.9,0.00065962,-9.580000000000027e-06,0.00065006,0.00065008,9.389999999999963e-08,0.09166666666666666,10,0.08333333333333333,0.00069146,11.9,0.0006993,-7.84000000000006e-06,0.0006914838,0.000691638,1.4846000000000216e-07,0.05,6,0.05
40C__copper_trial_1,40C,copper,1,124,10.100700000000002,22.40066,0.00064936,12.199959999999999,0.00065844,-9.080000000000069e-06,0.0006493646,0.0006494,9.308000000000189e-08,0.10483870967741936,13,0.10483870967741936,0.00068944,12.299959999999997,0.00069666,-7.219999999999948e-06,0.0006894846000000001,0.000689583,1.3753999999999936e-07,0.04838709677419355,6,0.04838709677419355
40C__copper_trial_2,40C,copper,2,115,8.70067,20.10066,0.00064938,11.200000000000001,0.00065806,-8.68000000000006e-06,0.0006494,0.00064944,1.0323999999999924e-07,0.10434782608695652,11,0.09565217391304348,0.00068952,11.300000000000002,0.00069628,-6.759999999999969e-06,0.0006895256,0.000689688,1.2835999999999793e-07,0.043478260869565216,5,0.043478260869565216
40C__copper_trial_3,40C,copper,3,117,9.20066,20.800700000000003,0.00064932,11.400040000000004,0.00065756,-8.239999999999962e-06,0.0006493232,0.00064934,8.488000000000072e-08,0.13675213675213677,15,0.1282051282051282,0.00069044,11.50001,0.00069576,-5.320000000000064e-06,0.0006904432,0.00069056,1.0079999999999984e-07,0.042735042735042736,5,0.042735042735042736
40C__copper_trial_4,40C,copper,4,124,10.0007,22.300700000000003,0.00064992,12.300000000000002,0.00065948,-9.560000000000037e-06,0.00064994,0.00064998,1.0090000000000143e-07,0.12903225806451613,16,0.12903225806451613,0.00069124,12.300000000000002,0.00069912,-7.88000000000004e-06,0.00069128,0.00069144,1.5040000000000018e-07,0.04032258064516129,5,0.04032258064516129
40C__copper_trial_5,40C,copper,5,120,10.90071,22.80067,0.00064996,11.700000000000003,0.00065952,-9.560000000000037e-06,0.00064998,0.0006500189999999999,1.0262000000000249e-07,0.11666666666666667,14,0.11666666666666667,0.00069138,11.89996,0.00069912,-7.740000000000004e-06,0.00069144,0.000691598,1.476600000000004e-07,0.041666666666666664,5,0.041666666666666664
40C__copper_trial_6,40C,copper,6,123,10.00067,22.200660000000003,0.00064992,12.000029999999999,0.0006595,-9.580000000000027e-06,0.00064992,0.000649962,9.895999999999907e-08,0.11382113821138211,14,0.11382113821138211,0.0006913,12.199990000000003,0.00069912,-7.819999999999962e-06,0.00069134,0.000691482,1.5071999999999872e-07,0.04878048780487805,6,0.04878048780487805
40C__iron_trial_1,40C,iron,1,119,10.100700000000002,21.9007,0.0006494,11.799999999999999,0.00065874,-9.340000000000043e-06,0.00064942,0.00064944,1.0180000000000042e-07,0.11764705882352941,14,0.11764705882352941,0.00068958,11.799999999999999,0.00069696,-7.380000000000082e-06,0.0006896236,0.000689738,1.3764000000000093e-07,0.04201680672268908,5,0.04201680672268908
40C__iron_trial_2,40C,iron,2,120,10.2007,22.100700000000003,0.00064926,11.699959999999999,0.0006579,-8.639999999999971e-06,0.00064928,0.0006493,8.860000000000074e-08,0.125,15,0.125,0.00068914,11.900000000000004,0.00069614,-7.000000000000062e-06,0.0006892037999999999,0.000689319,1.2964000000000076e-07,0.03333333333333333,4,0.03333333333333333
40C__iron_trial_3,40C,iron,3,117,8.3007,19.90066,0.00064922,11.4,0.0006576,-8.379999999999998e-06,0.00064924,0.00064926,8.704000000000003e-08,0.1282051282051282,15,0.1282051282051282,0.00068922,11.599959999999998,0.00069594,-6.71999999999999e-06,0.0006892632,0.000689376,1.2487999999999951e-07,0.042735042735042736,5,0.042735042735042736
40C__iron_trial_4,40C,iron,4,120,10.600700000000002,22.500660000000003,0.000649,11.599960000000001,0.00065962,-1.062000000000003e-05,0.000649,0.00064904,1.0879999999999788e-07,0.125,15,0.125,0.00069066,11.899960000000002,0.00069928,-8.62000000000009e-06,0.0006907038,0.0006908589999999999,1.62020000000001e-07,0.041666666666666664,5,0.041666666666666664
40C__iron_trial_5,40C,iron,5,123,10.20066,22.4007,0.00064882,11.700040000000001,0.00065954,-1.0719999999999979e-05,0.00064882,0.00064886,1.1311999999999867e-07,0.12195121951219512,15,0.12195121951219512,0.00069036,12.200040000000001,0.00069922,-8.859999999999966e-06,0.0006904087999999999,0.000690582,1.6835999999999892e-07,0.04065040650406504,5,0.04065040650406504
40C__iron_trial_6,40C,iron,6,117,10.60066,22.200660000000003,0.00064892,11.600000000000003,0.00065958,-1.066000000000001e-05,0.00064894,0.000648976,1.1479999999999911e-07,0.10256410256410256,12,0.10256410256410256,0.0006906,11.600000000000003,0.00069914,-8.540000000000023e-06,0.00069064,0.000690776,1.6247999999999956e-07,0.05128205128205128,6,0.05128205128205128
40C__nickel_trial_1,40C,nickel,1,117,16.1007,27.7007,0.00064946,11.500000000000004,0.00065906,-9.600000000000017e-06,0.00064948,0.00064948,1.0479999999999995e-07,0.13675213675213677,16,0.13675213675213677,0.00068962,11.600000000000001,0.00069746,-7.84000000000006e-06,0.0006896664,0.000689796,1.477599999999998e-07,0.042735042735042736,5,0.042735042735042736
40C__nickel_trial_2,40C,nickel,2,118,9.9007,21.60066,0.00064954,11.69996,0.0006595,-9.960000000000047e-06,0.00064956,0.00064958,1.115199999999995e-07,0.11016949152542373,13,0.11016949152542373,0.00068978,11.69996,0.00069794,-8.160000000000003e-06,0.00068984,0.0006899969999999999,1.512600000000007e-07,0.03389830508474576,4,0.03389830508474576
40C__nickel_trial_3,40C,nickel,3,118,10.100700000000002,21.800700000000003,0.00064942,11.6,0.0006585,-9.07999999999996e-06,0.0006494234,0.000649457,9.752000000000025e-08,0.11864406779661017,13,0.11016949152542373,0.00068944,11.700000000000001,0.00069674,-7.299999999999906e-06,0.0006894634,0.0006895769999999999,1.3806000000000104e-07,0.05084745762711865,6,0.05084745762711865
40C__nickel_trial_4,40C,nickel,4,118,11.2007,22.9007,0.00064916,11.499960000000003,0.00065958,-1.0420000000000026e-05,0.0006491633999999999,0.000649217,1.1479999999999911e-07,0.11016949152542373,13,0.11016949152542373,0.00069086,11.700000000000001,0.00069924,-8.379999999999998e-06,0.0006908902000000001,0.0006910709999999999,1.6058000000000217e-07,0.05084745762711865,6,0.05084745762711865
40C__nickel_trial_5,40C,nickel,5,119,10.500660000000002,22.300700000000003,0.00064914,11.800040000000001,0.00065962,-1.0479999999999995e-05,0.00064916,0.0006491979999999999,1.1404000000000015e-07,0.12605042016806722,15,0.12605042016806722,0.0006907,11.800040000000001,0.00069926,-8.560000000000013e-06,0.0006907472,0.000690898,1.6091999999999885e-07,0.04201680672268908,5,0.04201680672268908
40C__nickel_trial_6,40C,nickel,6,118,9.8007,21.500660000000003,0.00064908,11.49996,0.0006596,-1.0519999999999974e-05,0.00064908,0.0006491369999999999,1.1360000000000189e-07,0.1016949152542373,12,0.1016949152542373,0.0006907,11.699960000000003,0.00069922,-8.519999999999925e-06,0.0006907468000000001,0.000690911,1.621799999999992e-07,0.05084745762711865,6,0.05084745762711865
40C__titanium_trial_1,40C,titanium,1,117,8.40066,20.0007,0.00064986,11.300040000000001,0.00065876,-8.899999999999945e-06,0.0006498632,0.0006499160000000001,9.967999999999957e-08,0.1111111111111111,13,0.1111111111111111,0.00068988,11.600039999999998,0.00069704,-7.159999999999979e-06,0.0006899032,0.000690052,1.333599999999986e-07,0.042735042735042736,5,0.042735042735042736
40C__titanium_trial_2,40C,titanium,2,116,8.700660000000001,20.2007,0.00064978,11.50004,0.00065846,-8.68000000000006e-06,0.000649806,0.0006498550000000001,9.989999999999869e-08,0.07758620689655173,9,0.07758620689655173,0.00068986,11.50004,0.00069674,-6.879999999999907e-06,0.0006898890000000001,0.00069002,1.2880000000000054e-07,0.034482758620689655,4,0.034482758620689655
40C__titanium_trial_3,40C,titanium,3,119,9.5007,21.300700000000003,0.00064976,11.599960000000001,0.00065822,-8.460000000000065e-06,0.00064976,0.0006497979999999999,8.900000000000053e-08,0.12605042016806722,15,0.12605042016806722,0.00068974,11.800000000000002,0.00069642,-6.680000000000011e-06,0.0006897836,0.000689878,1.22919999999999e-07,0.05042016806722689,6,0.05042016806722689
40C__titanium_trial_4,40C,titanium,4,123,11.8007,24.000660000000003,0.00064966,12.199960000000003,0.00065958,-9.91999999999996e-06,0.0006496844,0.00064972,1.0311999999999951e-07,0.10569105691056911,13,0.10569105691056911,0.00069158,12.199960000000003,0.00069936,-7.779999999999983e-06,0.0006916088,0.000691744,1.4431999999999988e-07,0.04878048780487805,5,0.04065040650406504
40C__titanium_trial_5,40C,titanium,5,118,10.8007,22.5007,0.00064944,11.49996,0.0006597,-1.026e-05,0.00064944,0.00064948,1.0981999999999876e-07,0.11864406779661017,14,0.11864406779661017,0.00069102,11.6,0.00069934,-8.320000000000029e-06,0.0006910433999999999,0.000691214,1.5732000000000072e-07,0.0423728813559322,5,0.0423728813559322
40C__titanium_trial_6,40C,titanium,6,121,10.60066,22.60066,0.00064934,11.900039999999999,0.00065956,-1.022000000000002e-05,0.0006493439999999999,0.0006494,1.1160000000000076e-07,0.11570247933884298,13,0.10743801652892562,0.00069098,12.000000000000002,0.00069926,-8.28000000000005e-06,0.000691012,0.0006912,1.5679999999999905e-07,0.03305785123966942,4,0.03305785123966942
50C__graphite_trial_1,50C,graphite,1,116,8.5007,20.00066,0.0006428,11.49996,0.00065984,-1.703999999999996e-05,0.00064284,0.000642895,2.0459999999999922e-07,0.11206896551724138,13,0.11206896551724138,0.00068594,11.49996,0.0006992,-1.3259999999999965e-05,0.000685992,0.00068629,2.555000000000005e-07,0.04310344827586207,5,0.04310344827586207
50C__graphite_trial_2,50C,graphite,2,110,8.30066,19.2007,0.00064344,10.90004,0.00065958,-1.613999999999999e-05,0.0006434636,0.0006435690000000001,2.2257999999999828e-07,0.1,11,0.1,0.00068692,10.90004,0.00069892,-1.1999999999999966e-05,0.0006870054,0.000687287,2.2967999999999947e-07,0.03636363636363636,4,0.03636363636363636
50C__graphite_trial_3,50C,graphite,3,110,8.30067,19.20068,0.00064332,10.800050000000002,0.00065972,-1.6400000000000073e-05,0.0006433217999999999,0.000643449,2.1227999999999872e-07,0.09090909090909091,10,0.09090909090909091,0.00068678,10.900009999999998,0.00069886,-1.2080000000000033e-05,0.0006868654,0.0006871560000000001,2.3367999999999956e-07,0.03636363636363636,4,0.03636363636363636
50C__graphite_trial_4,50C,graphite,4,117,9.90066,21.5007,0.00064332,11.600039999999998,0.00065968,-1.6360000000000094e-05,0.0006433664000000001,0.000643456,2.0799999999999855e-07,0.08547008547008547,9,0.07692307692307693,0.00068636,11.600039999999998,0.000699,-1.263999999999996e-05,0.0006864128,0.00068672,2.416799999999976e-07,0.042735042735042736,5,0.042735042735042736
50C__graphite_trial_5,50C,graphite,5,121,9.4007,21.40066,0.00064262,11.89996,0.00065986,-1.7239999999999964e-05,0.000642628,0.00064268,1.816000000000014e-07,0.09917355371900827,12,0.09917355371900827,0.00068544,11.999959999999998,0.000699,-1.3559999999999918e-05,0.0006854760000000001,0.00068576,2.6240000000000076e-07,0.049586776859504134,6,0.049586776859504134
50C__graphite_trial_6,50C,graphite,6,114,8.5007,19.800700000000003,0.00064276,11.200000000000001,0.00065976,-1.699999999999998e-05,0.0006427652000000001,0.00064286,1.9604000000000106e-07,0.10526315789473684,12,0.10526315789473684,0.00068584,11.300000000000002,0.000699,-1.3160000000000016e-05,0.000685893,0.000686185,2.536400000000016e-07,0.03508771929824561,4,0.03508771929824561
60C__graphite_trial_1,60C,graphite,1,134,8.5007,21.800700000000003,0.00063548,13.300000000000002,0.00065864,-2.3160000000000043e-05,0.0006355066,0.000635593,2.564799999999986e-07,0.1044776119402985,14,0.1044776119402985,0.00068036,13.300000000000002,0.00069904,-1.8679999999999977e-05,0.0006804464,0.000680806,3.6282000000000113e-07,0.04477611940298507,6,0.04477611940298507
60C__graphite_trial_2,60C,graphite,2,138,8.200700000000001,21.9007,0.0006352,13.7,0.00065872,-2.3519999999999965e-05,0.0006352274000000001,0.0006353169999999999,2.2618000000000075e-07,0.10144927536231885,14,0.10144927536231885,0.00067994,13.7,0.00069904,-1.9099999999999976e-05,0.0006800222,0.0006803509999999999,3.7138000000000146e-07,0.050724637681159424,7,0.050724637681159424
60C__graphite_trial_3,60C,graphite,3,134,8.3007,21.600700000000003,0.00063516,13.199999999999998,0.00065856,-2.3400000000000027e-05,0.0006351798,0.0006353,2.3079999999999976e-07,0.08955223880597014,12,0.08955223880597014,0.00067998,13.300000000000002,0.00069882,-1.8840000000000003e-05,0.0006800264,0.000680352,3.6696000000000127e-07,0.05223880597014925,7,0.05223880597014925
60C__graphite_trial_4,60C,graphite,4,120,9.0007,20.90066,0.00063508,11.899959999999998,0.0006583,-2.322000000000001e-05,0.0006351076,0.000635238,2.5704000000000093e-07,0.09166666666666666,10,0.08333333333333333,0.00068056,11.899959999999998,0.0006987,-1.814000000000004e-05,0.0006806189999999999,0.000681015,3.512999999999997e-07,0.041666666666666664,5,0.041666666666666664
60C__graphite_trial_5,60C,graphite,5,122,9.60068,21.70072,0.00063548,12.10004,0.00065842,-2.293999999999994e-05,0.0006355,0.000635581,2.4270000000000066e-07,0.11475409836065574,14,0.11475409836065574,0.00068066,12.10004,0.00069852,-1.7859999999999968e-05,0.000680741,0.000681084,3.4627999999999873e-07,0.040983606557377046,5,0.040983606557377046
60C__graphite_trial_6,60C,graphite,6,133,9.10066,22.30066,0.00063526,13.100000000000003,0.0006585,-2.324e-05,0.0006352728,0.0006353719999999999,2.3256000000000144e-07,0.10526315789473684,14,0.10526315789473684,0.00068112,13.200000000000001,0.00069896,-1.7839999999999978e-05,0.0006811855999999999,0.000681488,3.49040000000001e-07,0.05263157894736842,7,0.05263157894736842
