outer_fold,held_out_material,trial,acquisition,res_size,leak_rate,input_magnitude,spectral_radius,washout,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_inner_nrmse,sd_inner_nrmse,mean_inner_r2,performance_index
1,aluminum,9,random_initialization,51,0.18911537810680717,1.1913510841940385,0.5702953621900935,4,111,1,0.040627928669254756,1.401050671442747,0.8066133814934686,0.3623355059756914,1.063321872632433,23.556420661640086,0.49642321471299067,0.3062697029007607,-0.9841845805602383,0.5729906404381808
1,aluminum,30,expected_improvement,55,0.9086715633244278,1.2041887748069366,1.1883233229897125,0,266,4,0.011080833539468817,1.5646310240955745,0.9290993692328287,0.3922715942704723,0.00891732417196987,14.144530601748107,0.5093632630029821,0.2885071746208884,-0.9990501321610332,0.5814900566582042
1,aluminum,2,random_initialization,12,0.9153496206658023,1.554109898228462,1.1682644648577398,1,394,3,0.11726239906079858,1.131307591281419,0.6407407895535239,0.978866977630056,0.9560735018448427,1.1927854890317129,0.4855884810825787,0.3993687134623822,-1.2958430110085488,0.5854306594481742
1,aluminum,44,expected_improvement,45,0.6319645776717322,1.0604876252752313,1.4048145572394248,3,142,3,0.013814125308279468,19.014281318494866,0.7091221609228869,0.39551596773158,0.5770350207566629,9.766977532007466,0.5470061753695442,0.167502453080487,-0.9189723709193132,0.588881788639666
1,aluminum,48,expected_improvement,24,0.3460216434508551,0.43161032592027826,1.2191674261091245,0,566,3,0.07258836967568894,15.831585925653142,0.6033344273794556,0.5365859834398443,1.1367002061131155,1.3103405906854553,0.5142522745406966,0.4582088778032774,-1.752622997256143,0.628804493991516
1,aluminum,11,random_initialization,77,0.8640469732534523,0.9517318578102858,1.0366506130195974,1,570,1,0.07157411244499004,4.121057774306968,0.6249333090231828,0.9860311438137828,0.0036818828034045287,0.2395918257117939,0.5177226599022624,0.44707376532449655,-1.7148054487081958,0.6294911012333866
1,aluminum,46,expected_improvement,24,0.9168306745721331,0.7435962053307901,1.3064816559884187,1,585,3,0.01432912083178844,1.504563457634592,0.8369677747246695,0.3978293989808127,0.003930110244240635,1.3722918667552981,0.5234255254198608,0.5049792666828063,-2.0670289591958255,0.6496703420905623
1,aluminum,6,random_initialization,50,0.4218172642367899,1.6825170611650118,0.9187284888082345,4,258,1,0.018219228341273052,7.551403245050783,0.7979009427614313,0.7817705137450237,0.08857060750830077,10.514956024078224,0.5404321049917288,0.46204087021476664,-1.9371385994198755,0.6559423225454204
1,aluminum,49,expected_improvement,61,0.5840523379418496,0.3820662849137365,1.2044136248679314,5,148,3,0.026986335991901738,6.93955350752428,0.6145534023448364,0.6020273077422077,0.00011845579745683382,1.8288006734732833,0.5357626756949616,0.51436727698107,-2.2002651311834316,0.6643544949402291
1,aluminum,3,random_initialization,19,0.632215558260202,1.8635918787203676,0.5507229204021271,4,192,3,0.014600101587154824,19.48936145743379,0.6195402253350584,0.5502741052641751,0.1606258274575314,7.305295392146365,0.6300829167643158,0.21337087819370099,-1.5909953064823164,0.6834256363127411
1,aluminum,17,expected_improvement,68,0.6453883091773898,1.226272848820399,1.3541871748328909,5,377,2,0.010494881498909333,3.076165901569388,0.6245711869062063,0.45439473270189873,0.00038337265944913195,21.88393101969206,0.6217748764163109,0.4860536269117659,-2.619728212115234,0.7432882831442524
1,aluminum,14,random_initialization,45,0.40805857721051203,1.7146335112725615,1.2186530103226139,1,158,2,0.03297989849922805,1.7474318749251385,0.7799804558165504,0.8732844969601445,6.943867157977644,7.753598412679413,0.621802901248742,0.5391498497174418,-2.9331684735369636,0.7565903636781025
