trial,acquisition,res_size,leak_rate,input_magnitude,spectral_radius,washout,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_inner_nrmse,sd_inner_nrmse,mean_inner_r2,performance_index
27,expected_improvement,43,0.5192078064266331,1.5500385703408952,0.7188234153538469,4,326,1,0.04439689750319376,17.637366834463837,0.9546171749310851,0.4964945153518544,0.00812049938608328,13.986398212138985,0.46545432747775717,0.4072424211324176,-1.2249517545524153,0.5672649327608615
11,random_initialization,61,0.8510257325380758,1.0522145997216161,1.01462987161382,3,270,3,0.010822494029906716,3.8806610137089206,0.6805672924434317,0.3412957531026196,0.00011991558054174417,2.677287341919801,0.4772019489195961,0.3804945237249498,-1.171058187846425,0.5723255798508335
49,expected_improvement,68,0.15862091340508372,1.7934301655170435,1.4995150045115109,2,520,1,0.026617004694103684,12.493992590373802,0.7744328041413191,0.8109095313250556,0.00017587752317771473,1.2454455384178449,0.4767641232238165,0.43920720019888615,-1.4413123215518924,0.5865659232735381
5,random_initialization,25,0.26086084827572703,1.0889887240721112,1.4454615868954506,3,270,2,0.08487764937085521,1.2220840669313953,0.7155804493588265,0.8231023450919219,0.00015082349661745158,65.49916562729541,0.5116613030367445,0.4827856584175902,-1.875576937464905,0.632357717641142
4,random_initialization,58,0.7919024674753051,0.3766782037668178,0.34824941473708926,3,291,3,0.02531504451735141,1.1175403190779267,0.7549768963621152,0.7958209472722299,7.7815801589215265,3.674298594354663,0.5563704179326545,0.4204464431490163,-1.8385580150266625,0.6614820287199086
6,random_initialization,27,0.1916977193243386,1.707110268264254,0.5802215745042796,5,525,2,0.08308957935294176,2.856818416652351,0.7258426874941253,0.8387601887457083,7.592301317004496,6.465462396984977,0.5562771842857409,0.4560183496957951,-2.0150224683295646,0.6702817717096897
13,random_initialization,30,0.5820112742062199,1.023446028941497,1.4636131191516955,5,567,3,0.057881152197002676,9.092282585247853,0.7664179189986332,0.992388161699014,0.0002955402989787107,83.77644637914192,0.5532912014197076,0.5493266579745572,-2.529007148636978,0.6906228659133469
26,expected_improvement,73,0.21089621203699005,1.8410009836871777,0.6856727189754273,2,489,3,0.14924787046763194,1.6152825747665203,0.9981041383193194,0.30517485919495924,0.0014008458639732453,1.214687788597363,0.5465537525062787,0.5831523852108483,-2.7042165583253635,0.6923418488089907
45,expected_improvement,47,0.1744709599401052,0.32822993776738635,0.9591799319780767,4,312,2,0.0395229119405666,10.608472755538786,0.6244690427195639,0.7009539244202004,0.011541933261828164,0.36793370888388655,0.5726177976798122,0.5897566187966937,-2.9205038074445873,0.7200569523789857
17,expected_improvement,72,0.2964340825108997,0.733786701698423,1.095633143174637,5,451,4,0.03207260559718213,2.751407518774277,0.7438710289241302,0.6936471646968556,5.352418324727406,0.10236958465093586,0.5917011369559144,0.5751164923598908,-2.954930637129313,0.7354802600458872
50,expected_improvement,42,0.7318938173324023,1.2165555393186174,0.5254989244975954,2,149,3,0.022486892568168385,15.862545322710709,0.6197863622461228,0.9116188844770912,0.04629333902031462,59.38337549592453,0.7291226419152697,0.4844663422499422,-3.4918941132182333,0.8502392274777552
48,expected_improvement,14,0.724207843358561,0.6879755716307783,0.5025906343161808,2,541,4,0.026390655041319495,13.273821257221503,0.7013731003267798,0.40006551071569396,0.00046993138603510274,0.1879821004021859,0.6686295019107289,0.7832490549353158,-5.145661015770579,0.8644417656445579
24,expected_improvement,59,0.5015236195522448,1.2719683848798813,0.3167433040423428,2,589,4,0.10651116102776861,1.193847731419465,0.9769594462402073,0.9550476095877447,0.39917079175187886,62.69206201708114,0.7932981515572739,0.9745217235077346,-8.143798452964257,1.0369285824342076
9,random_initialization,64,0.12990664813600816,1.0747952407770867,1.0483741399062527,3,105,2,0.010150952498503292,9.562591452952176,0.6913038448383438,0.4107381569197386,0.07654533558323316,50.044237094355395,1.1211873686155318,1.0371799632760421,-12.565832110882278,1.3804823594345423
