trial_id,Sample,Temperature,Trial,reservoir_seed,P_peak_to_peak,P_net_change,dPdt_max_abs,dPdt_abs_auc,state_mean_rms,state_temporal_variability,state_mean_abs,state_path_length,state_saturation_fraction
30C__aluminum_trial_4,aluminum,30C,4,43,3.113846153846977e-06,-3.113846153846977e-06,3.0958041958039674e-06,3.1138475711142216e-06,0.5370914184029731,0.053185729570147444,0.4530293490173796,1.0178510243247454,0.0
30C__aluminum_trial_4,aluminum,30C,4,44,3.113846153846977e-06,-3.113846153846977e-06,3.0958041958039674e-06,3.1138475711142216e-06,0.5479302601701433,0.05951381999434742,0.5215001659536266,1.2195461140170925,0.0
30C__aluminum_trial_5,aluminum,30C,5,42,3.1423776223784942e-06,-3.1423776223784942e-06,3.1647023647015e-06,3.1423807152266154e-06,0.35029740324682357,0.040320996758644284,0.28160242906959065,1.0077369468122663,0.0
30C__aluminum_trial_5,aluminum,30C,5,43,3.1423776223784942e-06,-3.1423776223784942e-06,3.1647023647015e-06,3.1423807152266154e-06,0.5370914212368774,0.05318572422501531,0.4530293521634884,1.0178510133220235,0.0
30C__aluminum_trial_5,aluminum,30C,5,44,3.1423776223784942e-06,-3.1423776223784942e-06,3.1647023647015e-06,3.1423807152266154e-06,0.5479302576568369,0.05951381757951092,0.5215001644049886,1.2195461014625795,0.0
30C__aluminum_trial_6,aluminum,30C,6,42,3.114685314686426e-06,-3.114685314686426e-06,3.0984615384619083e-06,3.114686677304569e-06,0.35029740379445834,0.040321064492384685,0.28160243580133704,1.0077377295792835,0.0
30C__aluminum_trial_6,aluminum,30C,6,43,3.114685314686426e-06,-3.114685314686426e-06,3.0984615384619083e-06,3.114686677304569e-06,0.5370914349419175,0.05318575625951487,0.45302936648404735,1.01785141500751,0.0
30C__aluminum_trial_6,aluminum,30C,6,44,3.114685314686426e-06,-3.114685314686426e-06,3.0984615384619083e-06,3.114686677304569e-06,0.5479302546035739,0.05951382273443828,0.5215001648638233,1.2195463341651749,0.0
30C__bismuth_trial_1,bismuth,30C,1,42,2.853286713287045e-06,-2.853286713287045e-06,3.405558027407012e-06,2.8533001516904162e-06,0.3502974254167427,0.04032108014732836,0.2816024403804611,1.0077377103308072,0.0
30C__bismuth_trial_1,bismuth,30C,1,43,2.853286713287045e-06,-2.853286713287045e-06,3.405558027407012e-06,2.8533001516904162e-06,0.537091383722153,0.05318575824803791,0.45302931091694154,1.0178513216128242,0.0
