trial,optuna_trial_number,acquisition,res_size,leak_rate,input_magnitude,spectral_radius,washout,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,objective_J,pooled_nrmse_range,pooled_r2,pooled_rmse,pooled_mae,mean_fold_nrmse_training_range,sd_fold_nrmse_training_range,worst_fold_nrmse_training_range,prediction_range_coverage,duration_seconds,performance_index
54,53,tpe,44,0.6699345488185634,1.330235254242838,0.7983909023940259,2,1079,3,0.039539787008835973,0.2713274617789302,0.65208091741245,0.7043195914029483,0.16493268014782556,0.54520695861488,0.27726404099987556,0.21427604992642413,0.4953591116923117,7962.09197033156,4387.381947762728,0.16447429194152183,0.2519519642938056,1.0329042225933196,0.7010827286475093,288.0760282500123,0.27726404099987556
4,3,startup_or_anchor,51,0.32770317956728734,1.739072123707654,1.3710002457938013,5,803,3,0.1167624256877035,1.1057929127091248,0.7881822557441351,0.9382009702256318,2.0561694171962883,0.140715509134958,0.2773047478237145,0.21452639910414315,0.49417922962908367,7971.394471373465,4357.634288087622,0.1631067600149065,0.25111339487828555,1.02153056779032,0.726047479721508,305.0977833329962,0.2773047478237145
82,81,tpe,78,0.8056040001236697,1.8528904144378784,1.34394774128388,3,982,6,0.1656713220740697,0.9393390230886287,0.7586380553870128,0.8242374341738357,0.07524697674680662,0.038781539175221785,0.27760710226788166,0.215225237431301,0.49087835197812046,7997.361979338701,4378.245179177069,0.16755330934754606,0.24952745934632267,1.0259216703045764,0.7251969974653649,465.2521269170102,0.27760710226788166
80,79,tpe,67,0.3900467681420393,1.9005297721921273,0.49693555664631567,3,711,2,0.05637492034646616,0.27590686242383644,0.9879340554677111,0.6416584558922223,1.3924381155285552,0.013653863080978962,0.2777096407351534,0.21412326047871227,0.4960785230612138,7956.414603984759,4348.16001138648,0.1611629007984932,0.2543455210257645,1.0352050530284707,0.755925491135645,363.0994298339938,0.2777096407351534
81,80,tpe,71,0.5211256476694104,1.8015931760577235,0.863140530329143,1,1061,2,0.0528789852335347,0.1364411760201605,0.8326471602007224,0.5220663739469336,1.831736504949678,0.025028558266092363,0.2777662111443065,0.2136960379743085,0.4980873830338709,7940.539825291451,4315.650102576448,0.1584665688588194,0.25628069267999193,1.0387687970691553,0.6858431686004174,398.86649516699254,0.2777662111443065
6,5,startup_or_anchor,30,0.2889892621347669,1.477074045702355,0.6089585950739692,2,265,2,0.12175792679005591,0.32130899171422184,0.8901208653687834,0.928783815029346,0.0013371236581146446,9.733425888272643,0.2779474077215087,0.2146149534601319,0.49376154791038784,7974.684983434883,4418.470180359242,0.16184831817851583,0.25332981704550733,1.0293553964501034,0.7182713400532856,167.66953533400374,0.2779474077215087
26,25,tpe,77,0.24873801333578516,1.7735906841897835,1.1809421166628216,5,1005,2,0.11885933953724072,0.3200957221580896,0.7719683133085811,0.6448238380369361,0.04374745884584465,0.013326372365184417,0.2780028100385302,0.21388616232690236,0.49719388718611923,7947.604485955449,4255.2651914390635,0.1598459887445372,0.25646659084651147,1.0439709905617156,0.7427312381726295,436.6247409579955,0.2780028100385302
65,64,tpe,70,0.4936791424683541,1.4390415358181758,0.9383952019636377,2,1119,2,0.027368821538441925,0.12028457152791625,0.8620612657214725,0.640942664829248,1.6682883052342916,0.8993528272286219,0.27817624254564477,0.21457199408566102,0.49396419465305064,7973.08869448592,4338.44175855025,0.1615859501922245,0.25441699383993505,1.0349801759418413,0.737613899528888,399.2535862500081,0.27817624254564477
63,62,tpe,39,0.9311911946203324,1.3119962533598961,1.1746668255004813,1,968,2,0.048840719221777365,0.22187062850341055,0.7336174850990319,0.4601826526778941,0.4743939828959926,5.1760820898132,0.278347935852185,0.214637807495665,0.493653724970744,7975.534196087769,4340.189032033247,0.16098520840786534,0.25484051342608005,1.0349068228512328,0.7311306293638075,225.562408333004,0.278347935852185
17,16,startup_or_anchor,22,0.576304944026153,0.9305048393971361,1.2514105491241228,1,531,6,0.023723263009667487,6.3103479629629184,0.8504712725740328,0.7456238989205893,0.025284160305374333,0.30804884965454593,0.2784334469326131,0.21686261072128868,0.48310237570503356,8058.203668034766,4554.0087523126695,0.17110165945902897,0.2462833448452977,1.0128525916494016,0.7260333302961234,163.7012833339977,0.2784334469326131
21,20,tpe,71,0.5650317835798623,1.1124786952735233,1.4584811167575171,4,1162,2,0.046780332963311154,0.15850893995934567,0.7322005987685606,0.4422778050135049,1.2013434926889721,5.211715827279297,0.2787044356545379,0.2150845108239668,0.4915439201954379,7992.132845281709,4352.699009875539,0.16219054492078924,0.2544796993222845,1.0350663163970124,0.785704227209755,405.74323199999344,0.2787044356545379
62,61,tpe,69,0.5600038688725949,1.6756182993081175,0.9053808789076003,5,818,2,0.19804895513492185,0.9748665981760879,0.985708524566015,0.8908960078846621,2.532997811879151,0.06405776537754303,0.2790395635334145,0.215749877198643,0.4883932250620372,8016.856598920798,4396.605600065508,0.16352638347419787,0.253158745339086,1.0290176142253709,0.6950164035027749,364.96981083299033,0.2790395635334145
67,66,tpe,70,0.6763719926922143,1.0006803185074171,0.8364269217700634,0,1023,2,0.05322373863799603,0.15895923549749552,0.8111448643892559,0.7023962535870468,0.007879658202949788,0.15778844609661813,0.27914376662997,0.21473701071354118,0.49318556152296866,7979.220399677736,4316.8515509975705,0.16072468611357685,0.25762702366571527,1.0498360465739334,0.8288978054296676,394.50498687502113,0.27914376662997
